index,sentence,year,label,orig_index,pred,score,pred_0,pred_1,pred_2,source
355,"I have downplayed the role of the U.S. federal budget deficit today, and I disagree with the view, sometimes heard, that balancing the federal budget by itself would largely defuse the current account issue.",2003,2,346,2,0.9992293119430542,0,0,1,train
1058,Those participants saw substantial slack in resource utilization and hence continued to judge that inflation was likely to remain subdued over the medium term as the economy continued to recover.,2000,0,998,0,0.9766743183135986,1,0,0,train
666,"Pure bubbles--increases in asset prices that are 100 percent air--are, I suspect, rare.",2000,2,645,2,0.999832034111023,0,0,1,train
232,"Even as the outlook for real activity has weakened, there have been some important developments on the inflation front.",2003,1,228,1,0.9981157779693604,0,1,0,train
707,"Stock options are incorporated, based on gains upon exercising the options, in the productivity and cost measure, but not in the ECI.",2006,2,686,2,0.9998481273651123,0,0,1,train
1101,"With capacity utilization already at high levels, relatively rapid growth in inventory investment, if it were superimposed on stronger-than- projected expansion in final demand, could portend serious pressures on resources and inflationary consequences for the economy.",2020,1,1041,1,0.9995556473731995,0,1,0,train
968,We might look to the historical experience with oil price shocks in the 1970sâ€”not a happy story.,2021,2,939,2,0.9997037053108215,0,0,1,train
80,"But in many countries around the Chair Yellen’s Press Conference FINAL world that are important commodity exporters, the decline we’ve seen in oil prices has had a depressing effect on their growth, their trade with us and other trade partners, and caused problems that have had spillovers to the global economy as well.",2018,0,77,0,0.9945964217185974,1,0,0,train
823,Survey and market measures of long-term inflation expectations did not suggest that the earlier higher inflation readings were going to persist.,1999,2,778,2,0.99921715259552,0,0,1,train
882,This is a tangible recent example of the need both to judge how the equilibrium real interest rate that is relevant for policy might have changed from a perceived long-run level and to set policy against the background of such an understanding.,2003,2,855,2,0.9998123049736023,0,0,1,train
715,Private nonfarm payroll employment increased appreciably on balance over September and October.,1996,1,679,1,0.9993830919265747,0,1,0,train
273,it does have a bearing on the inflation outlook.,2021,2,267,2,0.999774158000946,0,0,1,train
605,"Nonetheless, given a recovery in U. S. domestic demand approximating their current forecasts, growth in imports likely would exceed that of exports by a wide margin over the forecast horizon.",2014,1,574,1,0.9980731010437012,0,1,0,train
586,"My fellow governors and I routinely receive from our staff a translation of the term structure of Treasury yields into implied forward rates, volatility inferred from options prices, and paths for expected monetary policy action consistent with futures prices.",2021,2,568,2,0.9998100399971008,0,0,1,train
195,"So for many, many years, we’ve been far from maximum employment and stable prices, and so the need for accommodative policy has been—has been clear.",2016,0,190,0,0.9941991567611694,1,0,0,train
242,"The Federal Reserve’s response is guided by our mandate to promote maximum employment and stable prices for the American people, along with our responsibilities to promote the stability of the financial system.",2020,1,237,1,0.996566891670227,0,1,0,train
997,"While recognizing the value of smoothing, I still feel that in the interest rate targeting regime the Fed now uses, we should at times be ready to change interest rates quite quickly in response to economic conditions.",2019,2,968,2,0.9995051622390747,0,0,1,train
111,"However, at 7.7 percent, the unemployment rate remains elevated.",2013,0,106,0,0.9932261109352112,1,0,0,train
644,"Overall, research indicates that trade with developing economies in particular has slowed the rate of growth of import prices faced by industrialized countries, with estimates of the reduction ranging widely from 1/2 to 2 percentage points.",2007,2,623,2,0.9041679501533508,0,0,1,train
141,"In other cases, it’s pretty clear that inflation has spread more broadly across services.",2013,1,136,1,0.9991336464881897,0,1,0,train
549,"Members saw the persistence of a relatively vigorous expansion in overall economic activity as a likely prospect in the context of continuing stimulus from fiscal and monetary policies, accommodative financial conditions, growing business optimism, favorable consumer sentiment, and robust increases in productivity.",1997,0,520,0,0.9988446235656738,1,0,0,train
533,"Lessons from Past Productivity Booms First, many of the technological innovations associated with past productivity booms were general purpose technologies (GPTs) with widespread applicability.",2005,2,515,2,0.999714195728302,0,0,1,train
934,"To the extent that these producers are foreign, there should be a corresponding drop in domestic demand.",2007,0,905,0,0.9981764554977417,1,0,0,train
978,"The staff continued to view the uncertainty around its projections for real GDP growth, the unemployment rate, and inflation as generally similar to the average of the past 20 years.",1998,2,923,2,0.9998164772987366,0,0,1,train
6,"Also, the Committee will pay close attention to measures of inflation expectations to ensure that those expectations remain well anchored.",2018,1,6,1,0.7898738980293274,0,1,0,train
148,"Construction employment posted another large increase, probably owing in part to hurricane-related activity.",2006,2,145,2,0.9992777705192566,0,0,1,train
343,"However, it is not yet clear how high we will need to raise the federal funds rate and how much time will pass before we begin to see inflation moving back down in a consistent and lasting way.",2004,1,334,1,0.9995017051696777,0,1,0,train
128,"Because good forecasts are so crucial to good monetary policy, I hope and expect to see a great deal more work exploring the robustness of alternative forecasting methods.",2003,2,127,2,0.9998346567153931,0,0,1,train
498,"Inflation is much too high, and I strongly believe that bringing inflation back to our target is a necessary condition for meeting the goals mandated by Congress of price stability and maximum employment on a sustainable basis.",2005,1,482,1,0.9994626641273499,0,1,0,train
590,"falling non-oil import prices likely subtracted 1/4 percentage point from the annual rate of core inflation.10 Finally, the trajectory of federal government debt relative to GDP and views regarding the debt's sustainability can also influence the effects of fiscal policy.",2021,2,572,2,0.9996830224990845,0,0,1,train
529,"multifactor productivity growth fell to a pace of 0.4 percent, the slowest pace of any of the periods shown on the table.",1998,2,511,2,0.9997097849845886,0,0,1,train
167,But the cumulative force of recent developments appears likely to yield a slowing in the pace of growth next year.,2006,0,165,0,0.9979214072227478,1,0,0,train
167,Long-term unemployment in the current economy is—is the worst—really the worst it’s been in the postwar period.,2012,0,162,0,0.9989859461784363,1,0,0,train
136,"Clearly, businesses regarded such investments as highly profitable, and they appeared to be leading to gains in productivity that in turn were helping to offset rising compensation and to maintain profit margins in highly competitive markets.",2022,2,133,1,0.8580686450004578,0,1,0,train
362,"I strongly supported the FOMC's decision last week, and I expect to support additional rate increases until we see significant progress toward bringing inflation down.",2001,1,353,1,0.9995130300521851,0,1,0,train
416,"In those Districts in which activity had been adversely affected by the drop in energy prices, drilling activity was either contracting less rapidly or was stabilizing.",2010,0,399,2,0.9919558763504028,0,0,1,train
655,"Over the same period, demand for auto loans reportedly strengthened further at many banks.",2012,0,621,0,0.9966956377029419,1,0,0,train
999,"The stance of monetary policy remains accommodative, thereby supporting some further strengthening in labor market conditions and a sustained return to 2 percent inflation.",2005,0,942,0,0.9975365400314331,1,0,0,train
168,"But the importance of price stability has sometimes been insufficiently appreciated in our central bank's history, and, as Allan Meltzer will soon point out, such episodes have had unfortunate consequences.",2006,1,166,2,0.9929482936859131,0,0,1,train
725,"Real GDP was forecast to decline and the unemployment rate to rise, on net, in the first half of this year.",2008,0,687,0,0.9980672001838684,1,0,0,train
473,"Indeed, I would argue that over the past eight years, the framework served us well and supported the Federal Reserve's efforts after the Global Financial Crisis (GFC) first to achieve and then, for several years, to sustainâ€”until cut short this spring by the COVID-19 pandemicâ€”the operation of the economy at or close to both our statutorily assigned goals of maximum employment and price stability in what became the longest economic expansion in U.S. history.",2006,1,458,1,0.9892634749412537,0,1,0,train
821,Such a directive would imply that any tightening should be implemented promptly if developments were perceived as pointing to rising inflation.,1999,1,776,1,0.999393105506897,0,1,0,train
216,Domestic demand growth has slumped in many foreign economies because of varying combinations of an increase in saving rates and a decline in investment.,2017,0,213,0,0.9972497820854187,1,0,0,train
182,Our current framework for implementing monetary policy is working very well.,2021,2,177,2,0.999496340751648,0,0,1,train
300,"In addition, contacts reported that softer export sales, weaker economic activity abroad, and elevated levels of uncertainty regarding the global outlook were weighing on business sentiment and leading firms to reassess plans for investment spending.",2015,0,286,0,0.9956064820289612,1,0,0,train
443,"Inflation had been subdued of late,",2004,0,424,0,0.9952534437179565,1,0,0,train
85,But my colleagues and I continue to believe that the factors that are responsible this year for holding inflation down are likely to prove transitory.,2020,2,82,2,0.9996261596679688,0,0,1,train
159,"But low rates are not solely or even primarily a result of the Federal Reserve's accommodative monetary policies; they are rooted in the market's expectations of low inflation and the weakness of the economic recovery, factors weighing on rates not just in the United States but throughout the advanced economies.7 Given low real rates and low inflation, expected nominal returns should be low across all asset classes.",1998,0,157,0,0.9990955591201782,1,0,0,train
146,"Consistent with the optimism driving stock prices, spreads of corporate bond yields over comparable-maturity Treasury yields narrowed markedly across the credit spectrum, most notably for debt securities of the lowest credit quality firms.",1996,0,143,0,0.9986769556999207,1,0,0,train
107,"As we gain experience with the enhanced forecasts, we will continue to evaluate how best to promote stability of both prices and employment.",2004,1,106,1,0.9977654218673706,0,1,0,train
688,"Shortly after 9 a.m. each morning, the Desk staff and staff members at the Board of Governors confer over the phone to discuss their respective estimates of the day's demand for balances as well as to consider factors that may affect supply.",2006,2,667,2,0.9997543692588806,0,0,1,train
861,"These authors point out (as have many others) that, when nominal interest rates are at or near zero, the central bank can lower the real rate of interest only by creating expectations of inflation on the part of the public.",2003,2,834,2,0.9992520213127136,0,0,1,train
190,"Smoothing through these variations, average monthly job growth appears to have stepped down from last year’s strong pace, but job gains remain well above the pace necessary to provide jobs for new labor force entrants.",2020,2,185,2,0.9976801872253418,0,0,1,train
67,"And I'm pleased to have the opportunity to share with you, the students of South Dakota State University (SDSU), my experience as a member of the Federal Reserve Board of Governors and my outlook for the U.S. economy.1 Today I will speak to you about my outlook for the U.S. economy and what the Federal Reserve has been doing to support economic activity during the COVID-19 pandemic recovery.",1998,2,66,2,0.9996235370635986,0,0,1,train
29,"A variety of indicators, along with anecdotal reports, suggested that employment was expanding at a fairly good pace and labor compensation was rising moderately.",2003,1,29,1,0.9989098310470581,0,1,0,train
173,But what if the Fed were actually to propose a soft form of inflation targeting?,2004,1,171,2,0.9971611499786377,0,0,1,train
589,"Most participants remarked that the standard of ""substantial further progress"" had been met with regard to the Committee's price-stability goal or that it was likely to be met soon.",2007,1,559,1,0.9992572665214539,0,1,0,train
55,"Although the unemployment rate is around a 50-year low, wages are rising broadly in line with productivity growth and underlying inflation.",2004,1,54,0,0.9977929592132568,1,0,0,train
1064,"Total U. S. consumer prices, as measured by the PCE price index, increased 1.",1998,1,1004,1,0.9988304972648621,0,1,0,train
177,"But, in the interim, the absence of increasing inflation pressures meant that the Federal Reserve did not need to tighten to bring demand back in line with the potential as soon as it otherwise might have needed to.",2013,0,175,0,0.9948381781578064,1,0,0,train
999,"While these studies allow for differences in the weighting of price indexes across different income groups, they rely on the same elementary price indexes for subcategories of goods and services.",2017,2,970,2,0.9998341798782349,0,0,1,train
892,The ebbing of stimulus from last year's tax cuts also could tend to slow growth in consumer spending.,2011,0,843,0,0.998286783695221,1,0,0,train
980,What does this suggest about monetary policy strategy going forward?,2022,2,951,2,0.999295711517334,0,0,1,train
941,Together these structural changes would imply that the economy can now operate at a lower unemployment rate and at a higher growth rate than previously without inflationary consequences.,2019,0,912,0,0.998188316822052,1,0,0,train
593,"Mr. Kocherlakota dissented because, in his view, the new forward guidance in the fifth paragraph of the statement would weaken the credibility of the Committee's commitment to its inflation goal by failing to communicate purposeful steps to more rapidly increase inflation to the 2 percent target and by suggesting that the Committee views inflation persistently below 2 percent as an acceptable outcome.",2005,0,563,0,0.9945125579833984,1,0,0,train
93,"At longer maturities, yields drifted lower over most of the intermeeting period in response to incoming data that suggested economic growth would remain moderate and inflation subdued,",2016,0,91,0,0.9391629099845886,1,0,0,train
438,"In recent years, aggressive cost-cutting in the United States has been linked to greater emphasis on maximization of shareholder value and less on growth and diversification, which was more prominent in the 1970s and 1980s.",2005,2,425,2,0.998680055141449,0,0,1,train
441,Inflation expectations that currently appeared by various measures and survey results to be essentially flat or even to have declined a bit were reinforcing the factors holding down price increases.,2004,2,423,0,0.8300505876541138,1,0,0,train
1017,"Their forecasts of consumer price inflation for the year, as measured by the PCE chain-type price index, were centered in a range of 1-1/4 to 1-1/2 percent, with a full range of 1-1/4 to 1-3/4 percent.",2001,2,959,2,0.9996121525764465,0,0,1,train
342,"In light of the current shortfall of inflation from 2 percent, the Committee will carefully monitor actual and expected progress toward its inflation goal.",2004,2,327,2,0.9994574189186096,0,0,1,train
660,Productivity change for this output concept has increased even more than for traditional concepts.,2001,0,639,2,0.9996622800827026,0,0,1,train
608,"Nonetheless, participants generally saw the unemployment rate as still elevated and were not yet confident that the recent progress toward the Committee's employment objective would be sustained.",2019,0,577,0,0.9982751607894897,1,0,0,train
838,"The Committee also noted that output had continued to expand at a solid pace, new hiring had appeared to pick up, and although incoming data on inflation showed that it had moved somewhat higher, longer-term inflation expectations had remained well contained.",2016,1,789,1,0.9996365308761597,0,1,0,train
52,"Although the Fed hasn't started raising rates or reducing the balance sheet, interest rates have moved up notably.",2004,1,51,1,0.9994416832923889,0,1,0,train
740,"The Fed's credibility, earned over decades of low inflation, is a powerful policy tool that is critical to our long-term success.",2007,2,718,2,0.9981253743171692,0,0,1,train
179,"Despite further declines in vacancy rates and rising real estate prices, business spending on nonresidential construction also seemed to have been lackluster, with such activity not having changed much since last summer.",1999,2,173,2,0.9995074272155762,0,0,1,train
429,"Indeed, the members did not rule out the emergence of appreciably lower inflation.",2016,0,412,0,0.9986380934715271,1,0,0,train
984,"When anticipations of Fed tapering led to higher U.S. interest rates and higher market volatility, these trades may have been quickly unwound, engendering particularly sharp declines in EME exchange rates and asset prices.",2007,2,955,2,0.999193012714386,0,0,1,train
488,"Indeed, the commitment to long-run price stability can afford the central bank some flexibility in employing its tools to address shorter-run economic issues.",2005,2,472,2,0.9992604851722717,0,0,1,train
372,"In the end, they concurred that the statement should note that economic growth had rebounded in the current quarter but that it appeared likely to moderate to a more sustainable pace in coming quarters.",2010,2,357,2,0.9981532692909241,0,0,1,train
108,"As you can see, transforming the information available from published statistics into concepts useful for assessing the consequences of monetary policy is, in fact, quite complex.",2004,2,107,2,0.999817430973053,0,0,1,train
1091,"While participants generally felt that the pace of underlying productivity growth remained robust, careful attention would need to be paid to developments regarding unit labor costs and profit margins.",2004,2,1031,2,0.9996757507324219,0,0,1,train
525,"King (1999) shows that, if a long enough interval is given to hit the target, there may be little difference between a price level target and an inflation rate target.",1998,2,508,2,0.9998644590377808,0,0,1,train
791,Some participants judged that a less accommodative future stance of policy would likely be warranted and that the Committee should convey a strong commitment to address elevated inflation pressures.,2006,1,748,1,0.9995909333229065,0,1,0,train
115,"I don’t think we look at—I understand what you’re asking, but we’re looking at—our mandate is price inflation and maximum employment, and that’s what we’re looking at with setting interest rates.",2019,0,110,0,0.9965587258338928,1,0,0,train
134,"If you look at the number of job openings compared to the number of unemployed, it’s—we’re, we’re clearly on a path to a very strong labor market with high participation, low unemployment, high employment, wages moving up across the spectrum.",2021,1,129,1,0.9988836646080017,0,1,0,train
272,"Wage growth is not—there are many factors that affect it—it’s not definitive in any sense in determining our policy,",2021,2,267,2,0.9992733597755432,0,0,1,train
791,"The growth of subprime mortgage lending is one indication of the extent to which access to credit has increased for all households, including those with lower incomes.",1997,2,768,2,0.9963266253471375,0,0,1,train
275,"However, some participants noted that the recent rise in the prices of oil and other commodities, as well as increases in import prices stemming from the decline in the foreign exchange value of the dollar, could boost inflation pressures.",2008,1,264,1,0.9995344877243042,0,1,0,train
105,"As the economy approached full employment, the Federal Open Market Committee (FOMC), the monetary policymaking arm of the Federal Reserve System, was faced with the classic problem of managing the mid-cycle slowdown--that is, of setting policy to help guide the economy toward sustainable growth without inflation.",2022,1,104,1,0.9975641965866089,0,1,0,train
985,The staff interpreted the increases in prices of energy and nonmarket services that recently boosted consumer price inflation as largely transitory.,2019,2,929,2,0.9996992349624634,0,0,1,train
186,"PCE core is at about 2, and I think we see that, you know, the temporary increase in headline inflation as being a function of oil prices probably, and we expect inflation to go back down to 2 percent.",2012,1,181,2,0.9529826641082764,0,0,1,train
7,* * * What then are the implications of this largely irreducible uncertainty for the conduct of monetary policy?,1999,2,7,2,0.9997847676277161,0,0,1,train
924,it was noted that this drop could be explained by a reduction in the number of respondents who had previously expected relatively high inflation outcomes.,2010,2,874,2,0.9997890591621399,0,0,1,train
243,"The Phillips curve has become, according to most estimates, quite flat in the sense that movements in unemployment have only a modest impact on inflation, so we shouldn’t overblow how large that is.",2020,2,238,2,0.9998112320899963,0,0,1,train
410,"In these circumstances, inflation pressures could be expected to remain subdued and some further disinflation might well occur.",2022,0,394,0,0.9974989295005798,1,0,0,train
477,"Venezuela provides one counterexample, with a long-term inflation forecast now of 15 percent.",2006,2,461,2,0.999680757522583,0,0,1,train
460,"Job gains had been robust in recent months, and the unemployment rate had declined substantially.",2021,1,439,1,0.9986968636512756,0,1,0,train
375,"If the demand growth that caused the oil price increases is domestic, it could mean that the price shock might be less permanent.",2006,1,365,1,0.9992170333862305,0,1,0,train
776,"The economy continued to perform well into 2007, with solid growth through the third quarter and unemployment remaining near recent lows.",2005,1,753,1,0.9945196509361267,0,1,0,train
184,"Our role, though, is also to, you know, to make sure that—that maximum employment happens in a context of price stability and financial stability, which is why we’re gradually raising rates.",2021,1,179,1,0.9996040463447571,0,1,0,train
229,"Ensuring that every American has the chance to improve his or her economic circumstances through hard work, saving, entrepreneurship, and other productive activities is essential for building healthy communities and achieving sustainable economic growth.",1997,2,225,2,0.9916896820068359,0,0,1,train
777,The effect can be accentuated by the temporary parking in liquid accounts of the proceeds from the more-frequent turnover and refinancings that often accompany a house price boom.,2005,1,754,1,0.9984641075134277,0,1,0,train
475,"Long-term government bond yields declined and headline equity indexes increased, on net, in most of these countries, with bank stock prices in the euro area rising more than broader indexes.",2022,0,454,0,0.9976534247398376,1,0,0,train
465,will soon fall well below its underlying trend as the price of energy falls back to its initial level.,2020,2,451,2,0.9994611144065857,0,0,1,train
169,"Core price inflation was projected to rise a little over the forecast horizon, in part as a result of higher import prices",2000,1,164,1,0.9992539286613464,0,1,0,train
913,"The hurricanes were also expected to depress payroll employment in September, with a reversal over the next few months.",2000,2,863,2,0.9992080330848694,0,0,1,train
669,"Rapid responses by businesses to changes in free-market prices have muted much of the tendency for unsold goods to back up, or unmet needs to produce shortages.",2005,2,648,2,0.99967360496521,0,0,1,train
754,Several members noted the benefits of accumulating further information that could help clarify the contours of the outlook for economic activity and inflation as well as the need for further policy action.,2018,2,714,2,0.9997714161872864,0,0,1,train
756,"Several mentioned that the revisions to the NIPA pointed to a modest downward adjustment in projected growth of actual and potential GDP,",2010,0,716,0,0.9966620206832886,1,0,0,train
976,"The staff continued to project that the accommodative stance of monetary policy, together with a further attenuation of financial stress, the waning of adverse effects of earlier declines in wealth, and improving household and business confidence, would support a moderate recovery in economic activity and a gradual decline in the unemployment rate over the next two years.",1998,0,921,0,0.9990295171737671,1,0,0,train
101,"At the conclusion of the discussion, the Committee voted to authorize and direct the Federal Reserve Bank of New York, until it was instructed otherwise, to execute transactions in the System Account in accordance with the following domestic policy directive: ""The Federal Open Market Committee seeks monetary and financial conditions that will foster price stability and promote sustainable growth in output.",2009,1,98,1,0.9992368221282959,0,1,0,train
149,But change is hard and not everyone is willing or able to pay the price.,2021,2,147,2,0.9987444877624512,0,0,1,train
949,"The producer price index for core intermediate materials dropped for a fifth month in February, reflecting, in part, weaker global demand and steep declines in the prices of a wide variety of energy-intensive goods, such as chemicals and plastics.",2012,0,897,0,0.9938249588012695,1,0,0,train
915,The information reviewed at this meeting indicated that economic activity had turned up in the final quarter of last year and strengthened further since then.,2008,1,865,1,0.9969310760498047,0,1,0,train
221,"So, I think you raise a very important point because, although there is a great deal of market focus on the timing of liftoff, what to matter in thinking about the stance of policy is what the entire path of interest rates will look like.",2019,2,216,2,0.9997863173484802,0,0,1,train
1001,"Williamson cited Hayek's 1945 paper, along with Adam Smith's The Wealth of Nations from the eighteenth century, as forming the core of a ""venerated tradition in economics"" of studying the notion of ""spontaneous order"" arising from a freely operating market system.9 How does Hayek's case for the price system fit in alongside the other work that Williamson mentioned?",2017,2,972,2,0.9997267127037048,0,0,1,train
872,"The U. S. trade deficit in goods and services widened substantially in January and February from its fourth-quarter average, with exports falling sharply and imports rising strongly.",2010,1,823,1,0.9987699389457703,0,1,0,train
149,"Inflation is also being held down, reflecting weaker demand as well as significantly lower energy prices.",2012,0,144,0,0.9899159073829651,1,0,0,train
800,"however, apart from the energy and health care sectors, price inflation had remained relatively subdued, evidently reflecting the combination of diminished growth in overall demand and strong competitive pressures in most markets.",2017,0,756,0,0.9442390203475952,1,0,0,train
933,"The members viewed the outlook for core price inflation as still quite benign, largely reflecting the ample availability of labor and other producer resources to accommodate rising economic activity and the favorable prospects for further robust growth in productivity.",2012,2,882,2,0.9995099306106567,0,0,1,train
260,"First, we must be mindful that an unexpected slowdown might occur in the growth of productivity.",1999,1,255,1,0.9988334774971008,0,1,0,train
239,"Housing demand remained strong, but business fixed investment was still in the doldrums and consumer spending had flagged in late summer before apparently picking up somewhat in the autumn.",1996,2,230,2,0.653984785079956,0,0,1,train
268,"Following the deepest plunge since the Great Depression, employment and activity rebounded faster and more sharply than anticipated.",2000,1,263,1,0.9985454082489014,0,1,0,train
546,"May 21, 2020 U.S. Economic Outlook and Monetary Policy Vice Chair Richard H. Clarida At the New York Association for Business Economics, New York, New York (via webcast) Share Accessible Keys for Video [Space Bar] toggles play/pause; [Right/Left Arrows] seeks the video forwards and back (5 sec ); [Up/Down Arrows] increase/decrease volume; [M] toggles mute on/off; [F] toggles fullscreen on/off (Except IE 11); The [Tab] key may be used in combination with the [Enter/Return] key to navigate and activate control buttons, such as caption on/off.",2017,2,528,2,0.999728262424469,0,0,1,train
880,"The behavior of the monetary aggregates will continue to be evaluated in the light of progress toward price level stability, movements in their velocities, and developments in the economy and financial markets.",2020,2,831,2,0.9995967745780945,0,0,1,train
1009,"the new statement maintains our definition that the longer-run goal for inflation is 2 percent, it elevates the importanceâ€”and the challengeâ€”of keeping inflation expectations well anchored at 2 percent in a world in which an effective-lower-bound constraint is, in downturns, binding on the federal funds rate.",2000,2,978,2,0.9989749193191528,0,0,1,train
851,"There is, in fact, an unusual discrepancy between the unemployment and capacity utilization rates, compared to previous expansions",2005,2,825,2,0.9972035884857178,0,0,1,train
289,We have long said that the size of the balance sheet will be considered normalized when the balance sheet is once again at the smallest level consistent with conducting monetary policy efficiently and effectively.,2020,2,282,2,0.9990474581718445,0,0,1,train
469,"Labor demand remained strong, and the labor market continued to be very tight.",2005,0,448,0,0.9868355989456177,1,0,0,train
208,"So the FOMC will always, in some sense, trump the projections of forward interest rates, but clearly, because the participants and the people around the table are the same, the projections should give significant information about where the FOMC is likely to go.",2013,2,203,2,0.9998289346694946,0,0,1,train
260,"However, it was noted that the Committee had in place tools that would enable it to remove policy accommodation quickly if necessary to avoid an undesirable increase in inflation.",2006,1,251,1,0.999582827091217,0,1,0,train
1073,U. S. real GDP was forecast to plummet and the unemployment rate to soar in the second quarter of this year.,2015,0,1013,0,0.9965644478797913,1,0,0,train
723,Real GDP growth was expected to step down in 2022 and 2023,2008,0,686,0,0.9526878595352173,1,0,0,train
121,"Back then, the unemployment rate was 8.1percent and nonfarm payrolls were reported to have increased at a monthly rate of 97,000 over the prior six months; today, those figures are 7.6 percent and 194,000, respectively.",2007,2,120,2,0.9996731281280518,0,0,1,train
0,"""The Federal Open Market Committee seeks monetary and financial conditions that will foster price stability and promote sustainable growth in output.",2011,2,0,2,0.9994087219238281,0,0,1,train
229,Homebuilding was forecast to decline somewhat but to stabilize at a relatively high level in the context of continued income growth and the generally favorable cash-flow affordability of home ownership.,2001,2,220,2,0.9991151690483093,0,0,1,train
18,"And if we do that, inflation expectations will be right at 2 percent, and that’ll help us achieve 2 percent inflation over time and avoid the situation where the central bank loses its ability to support the economy.",2013,2,18,1,0.9950883984565735,0,1,0,train
772,"Share prices of financial firms fell especially sharply, reportedly a reflection, in part, of concerns about exposures to subprime mortgages and about the effect of a potential slowdown in merger activity on operating profits.",2003,2,730,2,0.996916651725769,0,0,1,train
37,"After falling steeply before the August FOMC meeting, emerging market equity prices were little changed, on net, over the period.",2015,2,37,2,0.9998443126678467,0,0,1,train
989,"When the government runs deficits, it siphons off private savings (reducing national saving), leaving less available for capital investment.",1999,0,960,0,0.9865917563438416,1,0,0,train
65,"Analysis suggests it could take many years with a formal AIT rule to return the price level to target following a lower-bound episode, and a mechanical AIT rule is likely to become increasingly difficult to explain and implement as conditions change over time.15 In contrast, FAIT is better suited for the highly uncertain and dynamic context in which policymaking takes place.",2004,0,64,0,0.9957160353660583,1,0,0,train
468,Labor cost increases had not turned up and core inflation continued to edge lower.,2005,0,447,0,0.9078542590141296,1,0,0,train
113,"At the moment, trend growth near full employment appears to be a reasonable prospect in the year ahead.",2022,1,112,1,0.9976009726524353,0,1,0,train
1036,They also noted that even with this additional firming the risks were still weighted mainly in the direction of rising inflationary pressures.,2017,1,978,1,0.9995988011360168,0,1,0,train
461,"In the simplest version of his model, Bill assumed that the central bank could choose to specify its monetary policy actions in terms of a particular level of a monetary aggregate or a particular value of a short-term nominal interest rate.",2021,2,447,2,0.9998573064804077,0,0,1,train
527,Measures of inflation compensation were little changed on net.,2006,2,498,2,0.9998378753662109,0,0,1,train
27,A second set of circumstances in which deflation or very low inflation may pose significant problems is potentially more relevant to the current U.S. economy.,2005,0,26,0,0.9943442344665527,1,0,0,train
710,Such a jump could raise core inflation temporarily if it is passed through to other prices or if it contributes to increasing inflation expectations.,2004,1,689,1,0.999235987663269,0,1,0,train
824,The shifting balance of domestic demand and potential supply in each country means that policies affecting domestic demand will need to be re-calibrated to preserve price stability and keep economies operating at high levels of reserve utilization.,2017,1,801,1,0.9986190795898438,0,1,0,train
152,"But even this relation--between the unemployment rate and the concept of economic slack--is not necessarily constant, and thus a given unemployment rate may not indicate the same level of slack at two separate times.",2000,2,150,2,0.9996795654296875,0,0,1,train
486,"Indeed, such hearings used to be a regular feature in the weeks leading up to semiannual monetary policy hearings.",2005,2,470,2,0.9998412132263184,0,0,1,train
442,the recent increase in crude oil and gasoline prices would push up inflation temporarily.,2004,1,424,1,0.9992159605026245,0,1,0,train
686,"Participants marked up their inflation projections, as they assessed that supply constraints in product and labor markets were larger and likely to be longer lasting than previously anticipated.",2011,1,651,1,0.9994075298309326,0,1,0,train
743,"Residential MBS yields and residential mortgage interest rates declined, on net, over the intermeeting period to historically low levels, but their spreads to yields on long-term Treasury securities increased.",2012,2,703,2,0.9990878105163574,0,0,1,train
863,The Federal Open Market Committee seeks monetary and financial conditions that will foster price stability and promote sustainable growth in output.,2004,2,814,2,0.9993877410888672,0,0,1,train
851,"The Committee reiterated, however, that purchases were not on a preset course, and that its decisions about the pace of purchases would remain contingent on its outlook for the labor market and inflation as well as its assessment of the likely efficacy and costs of such purchases.",2009,2,802,2,0.9995949864387512,0,0,1,train
397,"In their discussion of monetary policy for the period ahead, Committee members generally agreed that their overall assessments of the economic outlook were little changed since their previous meeting.",2021,2,381,2,0.9997463822364807,0,0,1,train
844,The Committee decided to keep the target range for the federal funds rate at 0 to 1/4 percent and expects it will be appropriate to maintain this target range until labor market conditions have reached levels consistent with the Committee's assessments of maximum employment and inflation has risen to 2 percent and is on track to moderately exceed 2 percent for some time.,2001,0,795,2,0.6797788143157959,0,0,1,train
314,"You can get to 20, if you wanted to, easily, but labor force participation, the unemployment rate, different age groups of—you know, prime-age labor force participation, in particular, gets a lot of focus, the JOLTS data get a lot of focus.",2019,2,307,2,0.9997308850288391,0,0,1,train
288,"We have continued to provide guidance, the same guidance that we have for some time, that says the Committee “anticipates that, even after employment and inflation are near mandate-consistent levels, economic conditions may, for some time, warrant keeping the target federal funds rate below levels the Committee views as normal in the longer run.” I know that’s a mouthful, but it says, in effect, that the Committee believes that the economic conditions that have made recovery difficult, we’re getting beyond them.",2020,0,281,0,0.9988864064216614,1,0,0,train
22,"A number of business contacts indicated that they were passing on at least a portion of these higher costs to their customers or that they planned to try to do so later this year; however, contacts were uncertain about the extent to which they could raise prices, given current market conditions and the cautious attitudes toward spending still held by households and businesses.",2014,1,22,1,0.9976206421852112,0,1,0,train
212,"For the present, however, inflation remained subdued, and it was likely to remain relatively low for some time in light of the weakness in commodity and other import prices and the tendency for low current inflation to hold down expected price increases.",2007,0,203,0,0.9951175451278687,1,0,0,train
